Number,Timestamp,Gender,Age,Breed,Household Cats,Housing,Area,Ext,Obs,Shy,Calm,Scared,Intelligent,Vigilent,Persistent,Affectionate,Friendly,Solitary,Rough,Dominant,Aggressive,Impulsive,Predictable,Distracted,Abundance,PredBirds,PredMamm,Additional Comments
205,868,2,0,8,5,2,2,0,2,3,4,3,5,5,3,5,3,1,1,1,1,1,4,4,1,0,0,138
3036,821,1,1,8,5,2,2,0,2,5,3,4,4,5,4,5,2,1,4,4,4,2,4,4,1,0,0,213
1123,1175,1,3,8,5,2,0,0,3,2,4,2,5,3,3,5,5,2,1,1,2,3,3,3,1,0,0,88
205,1360,1,2,8,3,3,2,0,2,3,4,3,5,5,3,5,3,1,1,1,1,1,4,4,3,0,0,146
1959,160,2,3,8,0,2,0,0,1,1,3,2,5,5,5,4,5,2,1,2,1,1,5,2,2,0,0,146
1322,874,2,2,8,0,0,2,1,2,1,4,2,4,3,4,5,5,1,1,1,1,1,3,3,0,0,0,237
28,393,2,1,8,2,0,0,0,2,5,5,1,5,4,5,5,5,5,1,2,1,1,1,4,2,0,0,220
2002,1168,2,2,8,5,0,1,1,2,5,5,5,5,4,3,4,4,4,1,3,3,3,4,2,2,0,0,213
1325,1515,2,2,8,3,2,2,4,2,3,4,2,5,5,4,5,3,2,1,1,2,2,4,1,1,0,3,130
1893,578,1,3,8,1,3,0,2,2,1,4,2,4,4,4,5,5,3,2,1,3,2,3,3,0,0,3,2
2635,1006,2,3,8,0,2,2,0,2,1,5,1,4,3,3,5,4,1,1,2,1,1,5,5,1,0,0,32
403,579,1,3,8,2,0,2,2,2,4,2,1,5,3,4,2,1,4,1,5,3,2,4,4,1,2,4,211
2032,1383,1,1,8,5,2,2,0,2,1,5,1,5,4,4,5,5,1,1,1,1,1,1,1,2,0,0,175
1551,306,2,1,8,0,3,1,0,2,1,5,4,5,5,5,5,4,1,1,1,1,1,4,4,3,0,0,213
740,566,2,3,8,2,2,0,2,1,1,4,1,5,5,5,4,4,4,3,5,3,3,4,2,1,1,2,85
191,821,1,3,8,0,3,0,0,3,1,2,1,5,4,5,5,4,1,3,3,1,3,4,5,2,0,0,204
1325,737,2,0,8,2,3,2,4,2,3,4,2,5,5,4,5,3,2,1,1,2,2,4,1,1,0,3,81
1979,762,2,3,8,1,3,0,1,1,4,5,4,5,5,5,2,4,4,1,3,1,1,4,1,0,0,0,213
2335,1136,2,3,8,4,2,0,2,3,2,2,4,1,3,2,1,4,3,2,3,4,4,4,3,2,0,1,85
2726,545,1,2,8,1,1,0,2,2,5,3,4,4,5,2,3,1,3,4,5,4,3,4,3,0,0,0,88
2417,1322,2,3,8,3,3,1,0,3,1,4,1,4,4,5,5,4,2,1,1,1,3,2,2,1,0,0,292
1193,578,2,2,8,0,0,1,0,2,3,4,2,5,5,5,5,4,3,1,1,1,1,1,3,0,0,0,113
272,681,1,0,8,2,3,2,2,2,2,4,1,5,5,5,5,5,2,1,3,1,1,3,3,2,4,4,123
889,387,1,0,8,0,0,0,1,2,5,2,5,4,5,5,3,3,4,3,3,5,2,4,1,0,0,0,206
2176,1253,2,3,8,5,0,0,0,1,1,3,1,4,3,4,5,5,2,3,3,2,3,3,3,1,0,0,211
2627,1117,1,1,8,0,0,1,0,2,4,4,3,4,4,3,4,3,4,3,3,3,3,3,3,1,0,0,58
1800,1060,2,1,8,3,1,0,0,3,2,2,2,4,4,4,4,4,2,1,1,1,1,1,1,0,0,0,146
699,1004,2,1,8,4,0,0,3,2,1,4,1,4,4,4,5,5,2,3,1,4,4,2,2,1,1,2,150
1136,942,1,0,8,2,2,2,0,2,1,3,3,5,1,4,5,5,1,2,2,3,2,5,5,2,0,1,101
191,566,2,1,8,2,2,1,0,3,1,2,1,5,4,5,5,4,1,3,3,1,3,4,5,1,0,0,226
1676,1291,2,0,8,0,2,2,2,2,4,4,1,4,4,4,4,4,2,1,4,1,1,1,4,0,1,2,57
997,1136,1,2,8,2,1,2,2,3,1,4,2,4,3,2,4,4,3,1,4,4,3,4,2,1,0,1,167
2449,1493,1,3,8,1,2,1,1,2,1,3,1,4,2,5,5,4,2,3,3,1,2,3,4,2,1,0,146
1289,1504,1,0,8,0,1,1,1,2,1,4,1,5,5,5,5,5,2,3,4,2,4,5,4,3,0,0,146
1800,1345,2,3,8,4,0,0,0,3,2,2,2,4,4,4,4,4,2,1,1,1,1,1,1,0,0,0,259
2002,804,2,2,8,5,2,0,1,2,5,5,5,5,4,3,4,4,4,1,3,3,3,4,2,0,0,0,94
2138,756,2,2,8,2,0,2,0,2,3,3,1,4,4,4,4,3,1,1,4,1,1,1,3,2,0,0,254
1878,553,1,2,8,3,2,0,0,2,3,4,4,3,2,2,2,4,2,1,1,1,1,3,3,0,0,0,21
2877,504,2,2,8,3,3,2,0,2,1,1,2,4,4,2,4,4,1,2,2,3,2,2,2,1,0,0,264
2967,615,1,1,8,1,3,2,0,2,4,5,2,4,3,4,4,4,4,1,1,1,1,4,4,1,0,0,113
1806,1326,2,2,8,1,0,0,2,2,2,2,3,5,4,4,5,4,2,1,3,3,2,4,4,0,0,0,128
2925,1136,1,2,8,5,2,2,0,1,1,5,1,4,3,4,5,5,2,1,1,1,1,5,4,1,0,0,221
902,1050,2,0,8,4,2,2,0,2,4,3,1,4,4,3,2,3,4,3,4,3,2,4,3,0,0,0,175
1022,1167,2,2,8,3,2,0,0,3,4,5,3,4,5,4,5,4,4,1,3,2,2,4,3,2,0,0,32
1136,548,1,0,8,2,0,2,0,2,1,3,3,5,1,4,5,5,1,2,2,3,2,5,5,2,0,1,175
2950,1253,2,0,8,4,3,0,0,3,2,3,2,4,3,3,5,5,2,2,3,1,2,4,3,2,0,0,58
1673,942,2,2,8,3,2,0,3,1,2,4,2,4,4,4,2,4,4,3,3,3,4,4,3,1,1,1,110
1325,675,1,0,8,5,3,1,4,2,3,4,2,5,5,4,5,3,2,1,1,2,2,4,1,3,0,3,123
274,553,2,0,8,0,2,1,3,3,4,5,4,5,5,5,5,3,1,1,1,1,2,4,3,1,4,4,135
1918,746,2,1,8,2,3,0,0,3,4,3,2,4,5,4,2,1,3,4,5,4,4,2,3,2,0,0,204
740,1209,2,2,8,4,2,0,2,1,1,4,1,5,5,5,4,4,4,3,5,3,3,4,2,3,1,2,168
2176,737,2,2,8,5,3,2,0,1,1,3,1,4,3,4,5,5,2,3,3,2,3,3,3,2,0,0,166
2810,158,1,2,8,1,3,0,1,2,5,4,3,4,3,3,5,2,4,1,1,1,2,4,5,2,0,0,226
203,925,2,1,8,5,0,1,0,2,1,3,1,4,3,5,4,5,1,2,4,3,4,5,5,3,0,0,254
2810,139,1,1,8,5,3,1,1,2,5,4,3,4,3,3,5,2,4,1,1,1,2,4,5,1,0,0,32
952,469,2,0,8,2,1,0,0,2,1,2,1,5,4,4,5,5,1,2,3,3,4,4,3,1,0,0,146
1682,1538,2,3,8,1,3,2,0,2,1,2,1,1,1,1,1,2,2,2,2,3,2,3,2,1,1,1,259
1873,1087,2,3,8,1,1,0,1,1,2,5,1,4,4,4,5,5,2,1,1,1,1,4,4,3,0,0,49
1306,1136,1,0,8,1,0,1,2,3,4,5,3,5,5,5,5,5,3,1,1,4,3,3,3,3,0,1,128
2417,1394,2,2,8,2,1,1,0,3,1,4,1,4,4,5,5,4,2,1,1,1,3,2,2,1,0,0,57
2676,1493,1,0,8,3,0,2,0,2,2,3,2,5,3,4,5,4,2,2,2,2,4,5,5,2,0,0,58
1676,970,2,0,8,0,1,1,2,2,4,4,1,4,4,4,4,4,2,1,4,1,1,1,4,3,1,2,113
2360,1538,2,1,8,3,3,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,0,0,0,57
1979,699,1,1,8,4,3,0,1,1,4,5,4,5,5,5,2,4,4,1,3,1,1,4,1,2,0,0,146
2138,553,2,1,8,5,3,2,0,2,3,3,1,4,4,4,4,3,1,1,4,1,1,1,3,0,0,0,213
969,1345,1,2,8,0,2,1,0,2,1,4,1,5,4,4,4,2,2,2,4,3,2,2,2,2,0,0,221
1676,1482,2,0,8,3,1,1,2,2,4,4,1,4,4,4,4,4,2,1,4,1,1,1,4,2,1,2,220
1676,139,2,1,8,4,0,2,2,2,4,4,1,4,4,4,4,4,2,1,4,1,1,1,4,0,1,2,128
3048,1157,1,0,8,4,2,0,1,3,2,4,2,4,5,5,5,2,3,2,5,4,3,3,5,3,0,0,237
1959,1439,2,3,8,2,0,1,0,1,1,3,2,5,5,5,4,5,2,1,2,1,1,5,2,0,0,0,221
2669,1087,2,2,8,0,0,2,0,2,4,3,4,4,5,5,3,2,2,2,2,2,2,2,4,1,0,0,57
1692,132,1,3,8,5,2,1,2,2,1,4,3,4,4,4,5,4,2,2,2,2,5,3,2,1,1,4,226
2505,685,1,3,8,4,3,1,0,2,3,3,1,4,4,3,4,4,1,1,1,1,1,1,3,2,0,0,2
795,1383,1,3,8,3,2,2,3,3,1,4,1,5,5,5,5,4,2,1,1,1,3,4,3,3,1,2,254
2773,756,2,0,8,5,1,1,1,3,4,5,2,3,2,5,5,4,1,1,1,1,4,4,3,2,0,0,221
889,1533,2,0,8,4,3,2,1,2,5,2,5,4,5,5,3,3,4,3,3,5,2,4,1,0,0,0,168
668,208,2,1,8,3,0,0,2,2,3,3,1,4,2,2,4,4,1,1,1,1,1,4,4,3,1,1,166
1673,578,2,2,8,5,1,1,3,1,2,4,2,4,4,4,2,4,4,3,3,3,4,4,3,1,1,1,138
668,1493,1,2,8,0,3,0,2,2,3,3,1,4,2,2,4,4,1,1,1,1,1,4,4,0,1,1,203
552,142,1,3,8,5,2,1,1,3,2,4,4,5,5,5,5,4,2,1,4,1,4,2,4,2,1,1,128
1051,1253,2,2,8,2,2,1,0,2,2,5,3,4,4,4,5,5,1,1,3,3,3,2,1,1,0,0,168
2950,1394,1,1,8,2,1,2,0,3,2,3,2,4,3,3,5,5,2,2,3,1,2,4,3,1,0,0,128
2138,132,2,1,8,5,2,2,0,2,3,3,1,4,4,4,4,3,1,1,4,1,1,1,3,2,0,0,81
2028,274,1,1,8,3,0,1,2,2,3,5,5,5,4,3,4,2,4,1,1,1,2,3,5,2,0,0,130
2071,1006,1,1,8,4,1,0,0,2,4,4,1,5,5,5,5,3,1,1,1,1,1,1,4,3,0,0,138
6,382,2,3,8,1,1,0,0,3,1,4,3,5,4,5,5,4,2,4,4,3,5,5,5,3,1,0,58
2810,681,1,3,8,1,3,0,1,2,5,4,3,4,3,3,5,2,4,1,1,1,2,4,5,2,0,0,21
500,208,2,2,8,0,0,1,2,2,3,4,1,5,5,5,5,2,4,2,3,3,4,3,2,0,2,2,49
2138,1322,1,2,8,2,2,1,0,2,3,3,1,4,4,4,4,3,1,1,4,1,1,1,3,0,0,0,32
203,621,2,2,8,0,0,2,0,2,1,3,1,4,3,5,4,5,1,2,4,3,4,5,5,3,0,0,101
1289,306,1,1,8,1,3,2,1,2,1,4,1,5,5,5,5,5,2,3,4,2,4,5,4,1,0,0,175
1892,997,2,1,8,4,0,1,2,2,1,4,1,4,4,2,5,5,1,1,5,5,5,5,5,3,0,2,88
90,955,2,0,8,1,2,1,0,3,1,5,3,4,4,3,5,5,3,1,1,3,3,4,4,2,0,0,237
902,1050,1,0,8,1,2,2,0,2,4,3,1,4,4,3,2,3,4,3,4,3,2,4,3,3,0,0,254
500,699,1,1,8,3,3,0,2,2,3,4,1,5,5,5,5,2,4,2,3,3,4,3,2,0,2,2,21
1215,631,2,3,3,1,3,2,0,2,4,5,2,4,4,3,5,2,4,2,2,3,3,4,2,2,0,0,238
289,951,2,3,3,3,2,2,3,2,1,5,1,5,4,4,4,4,2,1,5,3,4,1,1,2,4,4,280
483,747,1,3,3,0,3,2,3,1,4,5,4,4,4,4,2,1,1,1,2,3,2,2,4,2,2,2,198
2306,346,2,3,3,1,3,1,2,1,5,4,5,4,5,3,4,5,2,4,4,4,4,2,4,1,0,0,124
1691,680,1,1,3,0,0,2,2,2,1,4,1,4,4,4,4,4,2,4,1,4,2,1,2,2,1,1,280
1520,1119,1,2,3,1,2,1,1,3,1,3,1,4,2,4,4,4,1,1,3,1,2,3,2,2,0,0,263
483,1195,1,0,3,3,0,1,3,1,4,5,4,4,4,4,2,1,1,1,2,3,2,2,4,1,2,2,280
2897,830,1,3,3,5,0,0,0,2,3,5,1,5,4,4,5,5,2,1,1,1,1,5,3,3,0,0,124
1215,1133,2,2,3,0,2,0,0,2,4,5,2,4,4,3,5,2,4,2,2,3,3,4,2,3,0,0,280
344,830,2,1,3,3,1,2,2,2,1,4,1,5,5,5,5,5,4,2,4,2,2,4,3,2,3,4,292
2816,951,1,2,3,1,1,0,1,2,1,4,2,5,4,5,5,5,4,1,3,2,2,4,2,2,0,0,292
296,770,1,3,3,0,0,0,2,2,1,2,2,3,3,2,3,2,3,3,3,2,3,3,3,2,3,3,198
1691,346,2,1,3,3,0,2,2,2,1,4,1,4,4,4,4,4,2,4,1,4,2,1,2,1,1,1,280
1691,1491,1,3,3,5,1,0,2,2,1,4,1,4,4,4,4,4,2,4,1,4,2,1,2,2,1,1,198
2961,730,2,2,3,2,3,2,0,2,1,2,1,5,5,5,5,5,2,2,4,1,1,4,3,3,0,0,238
2897,846,2,0,3,5,1,0,0,2,3,5,1,5,4,4,5,5,2,1,1,1,1,5,3,1,0,0,280
1159,631,2,1,3,1,3,1,2,2,2,5,4,2,2,2,5,5,4,1,1,3,1,4,2,1,0,0,198
1520,680,1,2,3,3,1,0,1,3,1,3,1,4,2,4,4,4,1,1,3,1,2,3,2,2,0,0,292
2961,730,1,2,3,2,0,2,0,2,1,2,1,5,5,5,5,5,2,2,4,1,1,4,3,1,0,0,238
1122,1133,2,2,3,0,1,0,0,2,2,4,1,4,4,3,5,5,3,3,3,1,3,4,3,1,0,0,263
2928,1404,1,3,3,2,2,0,0,2,4,3,4,4,4,4,4,4,2,2,4,1,4,4,2,0,0,0,280
2897,830,1,0,3,5,0,1,0,2,3,5,1,5,4,4,5,5,2,1,1,1,1,5,3,3,0,0,280
1106,1467,1,0,3,5,0,2,0,3,3,3,3,4,4,4,5,3,3,2,2,3,3,4,3,1,0,0,124
2961,951,1,0,3,1,0,0,0,2,1,2,1,5,5,5,5,5,2,2,4,1,1,4,3,1,0,0,238
175,1500,2,1,3,2,2,2,0,2,3,4,5,3,4,3,5,5,1,1,1,5,1,4,4,2,0,0,238
594,854,1,2,3,0,1,0,3,3,1,4,3,5,4,5,4,4,2,2,4,2,4,3,4,2,1,4,280
1175,1165,2,2,3,3,2,1,2,2,1,4,4,5,5,4,5,4,2,1,4,4,2,5,2,1,0,2,238
1106,1165,2,3,3,0,2,2,0,3,3,3,3,4,4,4,5,3,3,2,2,3,3,4,3,3,0,0,292
420,770,2,1,3,2,0,1,2,2,2,5,4,4,5,4,5,5,2,1,3,3,1,4,4,3,2,3,263
2897,830,2,1,3,2,2,2,0,2,3,5,1,5,4,4,5,5,2,1,1,1,1,5,3,2,0,0,280
103,1195,1,2,3,5,0,0,0,2,5,5,3,4,5,3,4,1,4,3,4,3,4,4,3,0,0,0,198
175,680,2,2,3,1,1,2,0,2,3,4,5,3,4,3,5,5,1,1,1,5,1,4,4,2,0,0,198
344,962,2,2,3,0,1,1,2,2,1,4,1,5,5,5,5,5,4,2,4,2,2,4,3,3,3,4,292
2928,1165,2,3,3,1,2,2,0,2,4,3,4,4,4,4,4,4,2,2,4,1,4,4,2,2,0,0,263
483,100,1,0,3,2,0,0,3,1,4,5,4,4,4,4,2,1,1,1,2,3,2,2,4,2,2,2,263
175,285,2,3,3,5,1,0,0,2,3,4,5,3,4,3,5,5,1,1,1,5,1,4,4,0,0,0,198
3095,1190,1,2,3,2,0,2,1,3,1,5,1,5,5,5,5,4,3,2,2,2,2,4,2,2,0,0,280
277,854,1,3,3,3,3,0,2,2,1,3,1,4,4,4,5,4,3,1,4,2,3,2,4,0,4,4,292
361,1491,2,1,3,5,2,2,3,2,2,4,2,4,3,5,4,2,4,3,4,4,3,3,4,0,3,3,124
361,58,1,3,3,5,2,2,3,2,2,4,2,4,3,5,4,2,4,3,4,4,3,3,4,1,3,3,238
65,346,2,1,3,5,1,1,0,2,4,4,3,4,5,4,4,4,4,1,3,3,3,4,4,2,0,0,280
1683,727,1,0,3,5,3,0,1,2,3,5,2,5,5,5,5,3,3,1,4,1,2,3,2,3,1,0,238
420,727,2,2,3,2,3,2,2,2,2,5,4,4,5,4,5,5,2,1,3,3,1,4,4,2,2,3,198
420,854,1,0,3,3,3,0,2,2,2,5,4,4,5,4,5,5,2,1,3,3,1,4,4,2,2,3,292
2426,770,1,3,3,2,3,1,1,2,1,5,2,4,5,5,3,3,4,1,4,3,3,4,4,3,0,0,124
2306,951,2,2,3,2,3,1,2,1,5,4,5,4,5,3,4,5,2,4,4,4,4,2,4,1,0,0,124
594,651,1,2,3,3,3,2,3,3,1,4,3,5,4,5,4,4,2,2,4,2,4,3,4,0,1,4,198
594,1119,1,1,3,2,0,0,3,3,1,4,3,5,4,5,4,4,2,2,4,2,4,3,4,3,1,4,263
2306,1046,1,2,3,2,2,2,2,1,5,4,5,4,5,3,4,5,2,4,4,4,4,2,4,2,0,0,238
594,1190,1,2,3,5,3,2,3,3,1,4,3,5,4,5,4,4,2,2,4,2,4,3,4,3,1,4,238
2816,346,1,2,3,5,3,2,1,2,1,4,2,5,4,5,5,5,4,1,3,2,2,4,2,0,0,0,263
175,1195,2,3,3,0,1,1,0,2,3,4,5,3,4,3,5,5,1,1,1,5,1,4,4,3,0,0,198
296,1190,1,0,3,5,3,2,2,2,1,2,2,3,3,2,3,2,3,3,3,2,3,3,3,3,3,3,124
289,1190,1,1,3,0,1,0,3,2,1,5,1,5,4,4,4,4,2,1,5,3,4,1,1,2,4,4,280
3095,730,2,2,3,0,1,1,1,3,1,5,1,5,5,5,5,4,3,2,2,2,2,4,2,1,0,0,124
1122,770,1,2,3,1,1,0,0,2,2,4,1,4,4,3,5,5,3,3,3,1,3,4,3,0,0,0,198
1160,497,2,3,3,5,1,2,2,2,2,4,2,4,4,4,5,4,2,1,3,3,2,4,2,2,0,0,238
2816,951,1,3,3,0,2,1,1,2,1,4,2,5,4,5,5,5,4,1,3,2,2,4,2,3,0,0,198
1215,730,1,0,3,0,0,2,0,2,4,5,2,4,4,3,5,2,4,2,2,3,3,4,2,1,0,0,124
2897,631,2,2,3,0,0,0,0,2,3,5,1,5,4,4,5,5,2,1,1,1,1,5,3,1,0,0,124
1652,1404,1,2,3,2,1,1,2,2,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2,0,1,1,198
1215,346,2,1,3,3,1,1,0,2,4,5,2,4,4,3,5,2,4,2,2,3,3,4,2,2,0,0,124
2801,747,1,1,3,0,0,2,2,2,4,4,3,4,5,2,3,4,5,1,3,3,2,4,4,1,0,0,124
1159,1119,2,2,3,0,0,1,2,2,2,5,4,2,2,2,5,5,4,1,1,3,1,4,2,3,0,0,198
3095,693,2,1,3,1,1,0,1,3,1,5,1,5,5,5,5,4,3,2,2,2,2,4,2,2,0,0,280
420,1315,2,0,3,1,0,2,2,2,2,5,4,4,5,4,5,5,2,1,3,3,1,4,4,0,2,3,292
2155,515,1,2,3,0,3,1,0,2,1,2,1,2,2,2,2,2,1,1,1,1,1,2,1,0,0,0,280
2801,693,1,0,3,1,2,2,2,2,4,4,3,4,5,2,3,4,5,1,3,3,2,4,4,1,0,0,280
344,285,1,2,3,5,2,2,2,2,1,4,1,5,5,5,5,5,4,2,4,2,2,4,3,1,3,4,292
1652,770,2,3,3,3,3,0,2,2,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2,0,1,1,198
344,1133,2,1,3,5,2,2,2,2,1,4,1,5,5,5,5,5,4,2,4,2,2,4,3,3,3,4,263
2897,285,1,1,3,0,1,2,0,2,3,5,1,5,4,4,5,5,2,1,1,1,1,5,3,1,0,0,263
1106,1046,1,3,3,1,3,1,0,3,3,3,3,4,4,4,5,3,3,2,2,3,3,4,3,1,0,0,124
289,962,1,2,3,3,0,2,3,2,1,5,1,5,4,4,4,4,2,1,5,3,4,1,1,0,4,4,124
420,100,2,3,3,1,1,1,2,2,2,5,4,4,5,4,5,5,2,1,3,3,1,4,4,3,2,3,263
2306,1119,2,1,3,1,1,2,2,1,5,4,5,4,5,3,4,5,2,4,4,4,4,2,4,3,0,0,280
420,1119,2,2,3,5,1,2,2,2,2,5,4,4,5,4,5,5,2,1,3,3,1,4,4,0,2,3,198
1215,1195,2,0,3,1,1,2,0,2,4,5,2,4,4,3,5,2,4,2,2,3,3,4,2,2,0,0,124
175,1195,1,0,3,1,3,1,0,2,3,4,5,3,4,3,5,5,1,1,1,5,1,4,4,3,0,0,292
483,497,1,3,3,3,2,2,3,1,4,5,4,4,4,4,2,1,1,1,2,3,2,2,4,0,2,2,124
1520,285,2,0,3,3,2,0,1,3,1,3,1,4,2,4,4,4,1,1,3,1,2,3,2,0,0,0,292
2306,1046,1,2,3,5,0,2,2,1,5,4,5,4,5,3,4,5,2,4,4,4,4,2,4,3,0,0,238
1122,1315,2,2,3,1,2,0,0,2,2,4,1,4,4,3,5,5,3,3,3,1,3,4,3,1,0,0,198
2155,951,2,1,3,5,2,2,0,2,1,2,1,2,2,2,2,2,1,1,1,1,1,2,1,1,0,0,280
277,1119,2,3,3,5,1,1,2,2,1,3,1,4,4,4,5,4,3,1,4,2,3,2,4,1,4,4,238
1159,1046,2,1,3,2,3,0,2,2,2,5,4,2,2,2,5,5,4,1,1,3,1,4,2,2,0,0,292
2801,285,2,2,3,5,2,2,2,2,4,4,3,4,5,2,3,4,5,1,3,3,2,4,4,3,0,0,280
1520,747,1,2,3,2,2,2,1,3,1,3,1,4,2,4,4,4,1,1,3,1,2,3,2,3,0,0,263
1159,846,2,1,3,3,1,1,2,2,2,5,4,2,2,2,5,5,4,1,1,3,1,4,2,1,0,0,280
1106,497,2,2,3,3,2,0,0,3,3,3,3,4,4,4,5,3,3,2,2,3,3,4,3,2,0,0,124
594,854,2,1,3,2,2,2,3,3,1,4,3,5,4,5,4,4,2,2,4,2,4,3,4,2,1,4,124
1175,693,2,2,3,5,0,0,2,2,1,4,4,5,5,4,5,4,2,1,4,4,2,5,2,0,0,2,280
2928,730,1,2,3,0,2,1,0,2,4,3,4,4,4,4,4,4,2,2,4,1,4,4,2,3,0,0,292
1683,854,2,0,3,3,0,1,1,2,3,5,2,5,5,5,5,3,3,1,4,1,2,3,2,3,1,0,124
1159,770,2,1,3,1,1,1,2,2,2,5,4,2,2,2,5,5,4,1,1,3,1,4,2,1,0,0,263
2928,730,2,1,3,5,3,1,0,2,4,3,4,4,4,4,4,4,2,2,4,1,4,4,2,0,0,0,280
483,854,1,1,3,5,1,0,3,1,4,5,4,4,4,4,2,1,1,1,2,3,2,2,4,0,2,2,280
65,962,2,2,3,0,3,1,0,2,4,4,3,4,5,4,4,4,4,1,3,3,3,4,4,0,0,0,238
2801,346,2,1,3,2,1,1,2,2,4,4,3,4,5,2,3,4,5,1,3,3,2,4,4,1,0,0,198
344,962,2,0,3,5,0,0,2,2,1,4,1,5,5,5,5,5,4,2,4,2,2,4,3,1,3,4,292
175,830,1,2,3,1,0,0,0,2,3,4,5,3,4,3,5,5,1,1,1,5,1,4,4,3,0,0,280
1106,854,1,0,3,5,2,2,0,3,3,3,3,4,4,4,5,3,3,2,2,3,3,4,3,2,0,0,292
1683,1491,2,3,3,2,0,0,1,2,3,5,2,5,5,5,5,3,3,1,4,1,2,3,2,2,1,0,263
594,727,2,2,3,5,2,2,3,3,1,4,3,5,4,5,4,4,2,2,4,2,4,3,4,1,1,4,263
1159,680,1,2,3,5,1,1,2,2,2,5,4,2,2,2,5,5,4,1,1,3,1,4,2,2,0,0,263
2155,846,2,1,3,0,3,0,0,2,1,2,1,2,2,2,2,2,1,1,1,1,1,2,1,1,0,0,263
65,515,1,2,3,3,2,0,0,2,4,4,3,4,5,4,4,4,4,1,3,3,3,4,4,2,0,0,198
2426,1195,1,3,3,5,3,2,1,2,1,5,2,4,5,5,3,3,4,1,4,3,3,4,4,0,0,0,238
2306,770,1,2,3,0,2,2,2,1,5,4,5,4,5,3,4,5,2,4,4,4,4,2,4,2,0,0,280
1520,1315,2,0,3,5,0,0,1,3,1,3,1,4,2,4,4,4,1,1,3,1,2,3,2,3,0,0,263
2155,830,1,0,3,3,3,0,0,2,1,2,1,2,2,2,2,2,1,1,1,1,1,2,1,2,0,0,198
296,730,1,1,3,5,1,0,2,2,1,2,2,3,3,2,3,2,3,3,3,2,3,3,3,1,3,3,238
420,497,2,1,3,0,3,2,2,2,2,5,4,4,5,4,5,5,2,1,3,3,1,4,4,2,2,3,124
3095,1195,1,3,3,0,2,1,1,3,1,5,1,5,5,5,5,4,3,2,2,2,2,4,2,1,0,0,124
594,1491,1,0,3,0,0,1,3,3,1,4,3,5,4,5,4,4,2,2,4,2,4,3,4,0,1,4,198
1520,1119,2,1,3,2,1,2,1,3,1,3,1,4,2,4,4,4,1,1,3,1,2,3,2,0,0,0,124
2897,1315,1,2,3,3,3,0,0,2,3,5,1,5,4,4,5,5,2,1,1,1,1,5,3,0,0,0,238
2426,730,2,1,3,3,0,2,1,2,1,5,2,4,5,5,3,3,4,1,4,3,3,4,4,3,0,0,124
1756,893,1,3,3,1,2,0,1,2,1,4,4,4,4,4,5,5,2,1,2,2,1,4,1,0,1,0,280
2801,1119,1,2,3,1,2,1,2,2,4,4,3,4,5,2,3,4,5,1,3,3,2,4,4,1,0,0,280
2306,1467,1,0,3,3,3,1,2,1,5,4,5,4,5,3,4,5,2,4,4,4,4,2,4,1,0,0,263
2897,693,2,1,3,1,0,1,0,2,3,5,1,5,4,4,5,5,2,1,1,1,1,5,3,0,0,0,198
2961,651,1,1,3,1,0,2,0,2,1,2,1,5,5,5,5,5,2,2,4,1,1,4,3,2,0,0,124
344,1165,2,0,3,3,3,2,2,2,1,4,1,5,5,5,5,5,4,2,4,2,2,4,3,1,3,4,238
3095,770,1,2,3,3,3,1,1,3,1,5,1,5,5,5,5,4,3,2,2,2,2,4,2,3,0,0,124
420,1046,1,1,3,1,2,0,2,2,2,5,4,4,5,4,5,5,2,1,3,3,1,4,4,0,2,3,238
420,1195,2,0,3,5,1,1,2,2,2,5,4,4,5,4,5,5,2,1,3,3,1,4,4,3,2,3,292
420,1190,1,1,3,1,2,0,2,2,2,5,4,4,5,4,5,5,2,1,3,3,1,4,4,3,2,3,238
1756,346,2,2,3,0,2,2,1,2,1,4,4,4,4,4,5,5,2,1,2,2,1,4,1,1,1,0,263
1652,830,1,3,3,5,1,2,2,2,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,292
483,515,2,0,3,3,1,0,3,1,4,5,4,4,4,4,2,1,1,1,2,3,2,2,4,0,2,2,124
2306,1046,1,3,3,2,0,1,2,1,5,4,5,4,5,3,4,5,2,4,4,4,4,2,4,3,0,0,280
1756,893,2,3,3,0,2,0,1,2,1,4,4,4,4,4,5,5,2,1,2,2,1,4,1,3,1,0,124
103,58,1,2,3,1,1,2,0,2,5,5,3,4,5,3,4,1,4,3,4,3,4,4,3,3,0,0,292
3095,730,1,2,3,3,0,1,1,3,1,5,1,5,5,5,5,4,3,2,2,2,2,4,2,3,0,0,292
1215,285,1,1,3,2,3,2,0,2,4,5,2,4,4,3,5,2,4,2,2,3,3,4,2,0,0,0,263
1652,1315,1,1,3,2,2,1,2,2,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2,0,1,1,238
2961,770,2,3,3,2,1,1,0,2,1,2,1,5,5,5,5,5,2,2,4,1,1,4,3,0,0,0,280
103,1165,2,2,3,5,1,2,0,2,5,5,3,4,5,3,4,1,4,3,4,3,4,4,3,2,0,0,238
